user_id,categories
50500,1988 749 672 1409 1796   
50504,1010 0 1784 1785 1786    
50522,189 0 1783 1784 1785     
50524,200 2231 793 759 1310    
50541,785 1785 1786 1787 1788  
50546,160 144 1409 424 479     
50547,51 1784 1785 1786 1787   
50556,672 674 1784 1785 1786   
50564,127 1618 0 1785 1786     
50566,2198 0 1784 1785 1786    
50567,1931 0 1784 1785 1786    
50569,672 0 1785 1786 1787     
50571,672 163 901 1037 1799    
50580,873 440 905 1086 664     
50581,120 121 118 2182 826     
50582,2425 0 1783 1784 1785    
50595,912 0 1784 1785 1786     
50600,452 421 103 1785 1786    
50618,1634 1494 2052 1786 1787 
50619,672 0 1785 1786 1787     
50628,103 1783 1784 1785 1786  
50634,1213 1784 1785 1786 1787 
50640,672 0 1785 1786 1787     
50641,1723 2318 1971 1957 1040 
50645,125 163 1785 1786 1787   
50647,1899 0 1784 1785 1786    
50651,1249 0 1784 1785 1786    
50658,2214 0 1784 1785 1786    
50664,1055 1887 1784 1785 1786 
50666,672 0 1785 1786 1787     
50671,873 135 0 1786 1787      
50680,486 148 144 1786 1787    
50691,1941 0 1784 1785 1786    
50699,663 672 1063 1785 1786   
50703,895 0 1785 1786 1787     
50707,672 0 1785 1786 1787     
50715,8 997 157 0 1785         
50739,750 110 775 172 119      
50742,2351 1267 873 440 2183   
50745,688 1634 1784 1785 1786  
50746,2123 2119 0 1785 1786    
50749,2487 0 1783 1784 1785    
50755,434 0 1784 1785 1786     
50764,797 1785 1786 1787 1788  
50770,1549 1253 1378 2362 1826 
50787,672 0 1785 1786 1787     
50799,2206 0 1784 1785 1786    
50801,157 873 0 1785 1786      
50802,2252 111 1620 1751 1006  
50804,1884 997 1785 1786 1787  
50820,1424 672 0 1785 1786     
50826,135 1784 1785 1786 1787  
50830,672 0 1785 1786 1787     
50831,46 0 1784 1785 1786      
50832,199 0 1784 1785 1786     
50840,2094 2089 253 0 1783     
50863,940 939 1688 1303 493    
50864,1190 0 1784 1785 1786    
50867,1136 1140 237 1258 1784  
50876,552 0 1785 1786 1787     
50877,1956 0 1784 1785 1786    
50894,111 0 1784 1785 1786     
50904,2412 0 1783 1784 1785    
50905,29 0 1784 1785 1786      
50921,440 809 672 1767 1787    
50932,983 1866 675 200 103     
50935,672 0 1785 1786 1787     
50950,1171 1357 1785 1786 1787 
50952,1726 0 1784 1785 1786    
50957,135 749 1785 1786 1787   
50961,672 0 1785 1786 1787     
50975,672 0 1785 1786 1787     
50985,1070 0 1784 1785 1786    
50990,2193 678 0 1785 1786     
51008,672 901 2003 674 237     
51011,66 1899 553 171 0        
51012,672 454 2059 1785 1786   
51022,672 0 1785 1786 1787     
51023,2432 1782 1783 1784 1785 
51025,1294 675 0 1784 1785     
51038,672 663 610 1786 1787    
51052,1884 672 0 1785 1786     
51055,553 0 1785 1786 1787     
51060,672 663 1903 1785 1786   
51078,424 421 486 2104 435     
51085,134 0 1784 1785 1786     
51089,41 672 1841 1784 1785    
51091,192 0 1784 1785 1786     
51096,66 2018 685 768 968      
51098,672 1041 784 1909 98     
51100,863 908 1360 1361 101    
51106,1352 994 65 762 1785     
51139,1119 826 1307 0 1785     
51151,695 1396 144 160 1786    
51159,493 173 770 1508 169     
51197,444 1396 893 1899 427    
51198,40 1784 1785 1786 1787   
51204,114 453 1956 1070 1266   
51209,163 1310 439 0 1784      
51212,672 1264 1784 1785 1786  
51214,1005 1784 1785 1786 1787 
51216,1711 175 1357 0 1785     
51217,140 112 122 107 130      
51225,553 94 672 156 1928      
51234,206 2105 820 0 1786      
51240,672 0 1785 1786 1787     
51241,2493 2502 1215 2127 2498 
51247,162 433 1948 421 459     
51248,675 0 1785 1786 1787     
51251,450 1107 1785 1786 1787  
51256,424 145 1784 1785 1786   
51275,422 163 0 1784 1785      
51276,1821 1822 1823 1797 1781 
51288,672 939 2276 1783 1784   
51303,120 826 672 1786 1787    
51305,253 2005 549 1164 1183   
51310,992 2185 163 0 1784      
51318,672 1743 0 1785 1786     
51319,672 0 1785 1786 1787     
51321,2005 134 951 1941 0      
51322,672 0 1785 1786 1787     
51326,911 0 1784 1785 1786     
51329,2124 1678 607 108 1255   
51334,103 1783 1784 1785 1786  
51337,672 0 1785 1786 1787     
51338,51 1784 1785 1786 1787   
51339,672 0 1785 1786 1787     
51348,123 911 134 1409 1774    
51352,672 1396 1039 663 901    
51355,672 2158 1409 126 1839   
51357,197 195 196 1885 672     
51363,1758 1525 0 1784 1785    
51371,1237 760 759 0 1785      
51386,1873 0 1784 1785 1786    
51390,672 2107 1380 154 776    
51391,672 0 1785 1786 1787     
51392,826 0 1785 1786 1787     
51407,424 111 435 1253 192     
51410,926 789 1482 573 424     
51412,2263 2063 4 866 422      
51423,912 2569 0 1784 1785     
51426,56 0 1784 1785 1786      
51441,696 0 1785 1786 1787     
51445,962 2641 829 898 124     
51449,546 0 1785 1786 1787     
51452,424 421 444 2059 139     
51456,1853 0 1784 1785 1786    
51461,2137 2389 1017 1629 1245 
51464,672 663 1785 1786 1787   
51488,847 0 1785 1786 1787     
51489,672 163 2124 136 111     
51496,672 0 1785 1786 1787     
51498,160 0 1784 1785 1786     
51499,46 0 1784 1785 1786      
51505,1039 0 1784 1785 1786    
51523,2517 0 1783 1784 1785    
51525,672 66 1409 105 429      
51526,2009 0 1784 1785 1786    
51535,1668 0 1784 1785 1786    
51538,1734 0 1784 1785 1786    
51542,936 0 1784 1785 1786     
51548,672 0 1785 1786 1787     
51558,675 663 678 0 1785       
51561,134 0 1784 1785 1786     
51562,1213 1784 1785 1786 1787 
51568,1853 0 1784 1785 1786    
51576,1023 231 771 1784 1785   
51580,790 1352 0 1785 1786     
51583,1151 2084 229 817 2239   
51605,1964 1946 232 110 239    
51607,160 0 1784 1785 1786     
51614,1151 148 672 553 1786    
51621,825 0 1785 1786 1787     
51631,20 1783 1784 1785 1786   
51636,1378 672 0 1785 1786     
51638,1041 98 94 102 1909      
51640,997 6 42 5 8             
51644,912 663 674 1785 1786    
51647,672 105 134 1093 901     
51653,486 770 0 1784 1785      
51654,503 424 2130 504 112     
51660,424 1409 0 1784 1785     
51663,674 2016 2273 1901 1633  
51675,2006 1567 1412 0 1785    
51684,912 790 0 1785 1786      
51686,303 253 1783 1784 1785   
51690,926 0 1784 1785 1786     
51691,178 1711 1378 2002 770   
51696,759 0 1785 1786 1787     
51702,672 103 1784 1785 1786   
51711,134 0 1784 1785 1786     
51712,547 0 1785 1786 1787     
51716,898 0 1784 1785 1786     
51719,827 787 2505 867 0       
51720,672 0 1785 1786 1787     
51730,1952 1300 154 253 1785   
51731,674 1240 0 1784 1785     
51737,109 1143 171 750 749     
51739,1064 435 0 1785 1786     
51740,553 0 1785 1786 1787     
51748,672 1941 1776 0 1784     
51755,672 435 663 421 428      
51771,820 0 1785 1786 1787     
51811,920 138 1367 557 945     
51823,1183 169 1892 672 892    
51841,672 1816 569 1785 1786   
51842,134 0 1784 1785 1786     
51843,1892 0 1784 1785 1786    
51850,672 0 1785 1786 1787     
51858,674 123 1914 134 158     
51861,1075 0 1784 1785 1786    
51868,1039 0 1784 1785 1786    
51871,1114 503 1785 1786 1787  
51872,672 0 1785 1786 1787     
51879,1024 142 435 789 190     
51882,672 0 1785 1786 1787     
51893,2087 0 1784 1785 1786    
51898,1136 140 112 1177 0      
51920,1816 1270 1818 0 1784    
51925,206 66 672 475 553       
51938,424 672 100 163 421      
51939,672 1170 424 900 1784    
51944,1387 1393 1385 1383 1386 
51949,72 1784 1785 1786 1787   
51952,552 551 913 1090 439     
51953,672 1607 0 1784 1785     
51957,237 1892 1184 1954 0     
51959,163 0 1784 1785 1786     
51961,672 1409 477 163 687     
51973,873 2003 1251 981 208    
51980,503 1785 1786 1787 1788  
51999,971 2023 753 120 795     
52011,20 1783 1784 1785 1786   
52019,750 1449 130 747 753     
52038,1213 1784 1785 1786 1787 
52053,211 775 1783 1784 1785   
52067,672 0 1785 1786 1787     
52078,440 1784 1785 1786 1787  
52079,424 0 1784 1785 1786     
52090,672 901 1764 1784 1785   
52094,829 163 750 0 1785       
52098,1071 1090 2138 2036 1299 
52105,826 163 1017 900 433     
52110,672 663 1785 1786 1787   
52111,253 0 1784 1785 1786     
52116,672 901 663 1567 900     
52133,672 0 1785 1786 1787     
52134,672 0 1785 1786 1787     
52136,207 1784 1785 1786 1787  
52144,421 120 110 1063 134     
52149,1652 1682 1691 0 1784    
52150,672 163 901 695 2193     
52154,207 206 0 1785 1786      
52155,134 672 1785 1786 1787   
52158,989 0 1784 1785 1786     
52161,424 421 0 1784 1785      
52167,89 2084 1366 672 1784    
52170,105 2638 1909 901 1397   
52171,2329 1948 0 1782 1783    
52176,784 1326 0 1784 1785     
52182,2100 66 0 1784 1785      
52188,89 0 1784 1785 1786      
52190,198 1424 774 0 1784      
52195,672 0 1785 1786 1787     
52199,134 832 672 819 112      
52207,108 0 1784 1785 1786     
52209,773 0 1784 1785 1786     
52219,672 450 1799 1785 1786   
52234,663 672 695 901 1028     
52237,169 120 1336 772 1786    
52240,1201 163 2106 134 810    
52241,491 1258 2424 901 1783   
52254,1421 0 1784 1785 1786    
52285,2021 0 1784 1785 1786    
52296,1185 1173 134 2349 1785  
52303,2187 912 0 1784 1785     
52308,433 421 426 1079 1361    
52310,2193 0 1784 1785 1786    
52313,553 672 486 1409 1369    
52315,1378 0 1784 1785 1786    
52331,695 0 1785 1786 1787     
52349,672 1873 0 1785 1786     
52364,480 1784 1785 1786 1787  
52377,2043 1173 1785 1786 1787 
52391,672 912 2105 911 901     
52394,66 237 32 0 1785         
52413,108 200 2566 2148 0      
52422,672 0 1785 1786 1787     
52424,672 0 1785 1786 1787     
52427,162 0 1784 1785 1786     
52432,672 140 122 2068 2066    
52440,672 0 1785 1786 1787     
52448,66 1688 1679 1691 795    
52449,1378 0 1784 1785 1786    
52467,433 0 1784 1785 1786     
52468,1273 0 1784 1785 1786    
52469,954 1042 1784 1785 1786  
52471,672 663 696 1786 1787    
52486,160 486 0 1785 1786      
52488,1668 1445 0 1783 1784    
52492,2173 0 1784 1785 1786    
52500,493 0 1785 1786 1787     
52506,108 991 43 1378 4        
52515,672 0 1785 1786 1787     
52518,695 0 1785 1786 1787     
52519,1190 0 1784 1785 1786    
52531,1366 0 1784 1785 1786    
52535,1517 1413 1874 1084 94   
52542,672 0 1785 1786 1787     
52549,553 0 1785 1786 1787     
52552,163 0 1784 1785 1786     
52563,1409 0 1784 1785 1786    
52564,672 0 1785 1786 1787     
52567,239 0 1784 1785 1786     
52601,21 1421 1784 1785 1786   
52612,1482 0 1784 1785 1786    
52624,672 1028 2163 901 1378   
52625,440 1784 1785 1786 1787  
52633,882 1283 977 672 1797    
52641,134 0 1784 1785 1786     
52647,162 43 1784 1785 1786    
52653,1107 156 1668 2206 0     
52658,2123 138 0 1786 1787     
52659,1409 0 1784 1785 1786    
52670,2129 1326 433 424 0      
52673,2105 0 1784 1785 1786    
52728,817 466 1785 1786 1787   
52733,237 0 1784 1785 1786     
52735,1636 1784 1785 1786 1787 
52736,163 0 1784 1785 1786     
52752,2100 0 1784 1785 1786    
52754,134 108 0 1785 1786      
52760,1634 2020 450 674 1785   
52776,45 0 1784 1785 1786      
52780,140 0 1784 1785 1786     
52781,1409 0 1784 1785 1786    
52785,793 2268 2345 781 1784   
52787,2329 0 1783 1784 1785    
52791,672 0 1785 1786 1787     
52796,672 1854 1409 789 1136   
52808,112 0 1784 1785 1786     
52812,2505 0 1783 1784 1785    
52813,1892 939 0 1785 1786     
52817,2030 124 1170 1090 1765  
52824,1193 2067 493 1166 0     
52839,66 0 1784 1785 1786      
52846,981 893 434 435 421      
52857,66 672 1784 1785 1786    
52858,2643 0 1783 1784 1785    
52860,120 2516 2523 0 1785     
52875,672 0 1785 1786 1787     
52876,103 1093 0 1784 1785     
52877,134 672 1785 1786 1787   
52888,239 1065 0 1784 1785     
52889,145 229 1783 1784 1785   
52908,480 1784 1785 1786 1787  
52914,995 4 1436 1784 1785     
52930,192 0 1784 1785 1786     
52934,237 0 1784 1785 1786     
52949,163 0 1784 1785 1786     
52960,2003 0 1784 1785 1786    
52963,2334 0 1783 1784 1785    
52964,493 2516 930 1784 1785   
52973,2092 0 1784 1785 1786    
52991,672 0 1785 1786 1787     
52993,163 0 1784 1785 1786     
52994,672 1409 691 663 460     
53003,119 911 1785 1786 1787   
53004,424 422 421 1237 1765    
53008,21 2100 19 5 9           
53010,1285 43 2086 2106 1784   
53014,1143 0 1784 1785 1786    
53016,2120 0 1784 1785 1786    
53024,1432 677 46 427 1080     
53029,450 2309 2302 2398 1795  
53034,2163 2150 0 1785 1786    
53037,102 663 672 1617 144     
53042,1208 1821 1784 1785 1786 
53050,912 950 184 687 685      
53055,206 0 1784 1785 1786     
53061,554 188 1165 0 1785      
53063,784 987 1697 1356 0      
53068,672 0 1785 1786 1787     
53075,1750 1784 1785 1786 1787 
53078,1177 672 1784 1785 1786  
53087,1888 0 1784 1785 1786    
53090,480 672 901 678 673      
53102,1030 1873 1033 683 1031  
53106,486 66 2130 0 1785       
53109,119 0 1784 1785 1786     
53114,1261 493 0 1784 1785     
53115,789 1229 0 1785 1786     
53117,1899 0 1784 1785 1786    
53123,1648 1892 0 1784 1785    
53130,898 873 0 1785 1786      
53131,479 0 1784 1785 1786     
53132,1291 138 1409 600 0      
53140,669 1785 1786 1787 1788  
53146,1454 0 1784 1785 1786    
53159,672 663 1785 1786 1787   
53168,119 1234 1294 189 866    
53172,1284 196 197 121 912     
53179,440 2183 873 1784 1785   
53181,110 0 1784 1785 1786     
53182,2163 0 1784 1785 1786    
53193,1941 0 1784 1785 1786    
53195,893 428 426 427 421      
53205,1740 429 433 480 479     
53209,1141 1368 1818 253 1967  
53218,163 108 1409 2218 806    
53229,2240 0 1783 1784 1785    
53248,424 817 1283 1785 1786   
53250,2053 480 1800 1784 1785  
53273,672 698 1784 1785 1786   
53277,1527 0 1784 1785 1786    
53279,119 444 1402 1230 1064   
53281,1214 672 1799 1784 1785  
53285,2009 0 1784 1785 1786    
53294,424 421 0 1784 1785      
53295,546 545 547 1803 1788    
53297,1892 0 1784 1785 1786    
53299,672 0 1785 1786 1787     
53302,2087 0 1784 1785 1786    
53308,1245 0 1784 1785 1786    
53313,672 1892 239 2329 424    
53316,480 1784 1785 1786 1787  
53317,695 672 1892 103 1786    
53320,973 826 72 121 1343      
53324,672 0 1785 1786 1787     
53328,2273 122 687 1164 968    
53331,663 672 675 901 1798     
53338,192 486 488 200 1193     
53349,435 0 1784 1785 1786     
53350,440 772 873 450 447      
53359,922 1291 1070 1782 1783  
53363,188 1783 1784 1785 1786  
53366,66 882 125 1766 1786     
53369,1244 493 674 1270 1853   
53379,66 1902 1917 0 1783      
53385,2192 169 205 165 164     
53387,2105 811 6 1736 672      
53395,905 775 237 1137 900     
53397,672 0 1785 1786 1787     
53400,901 444 480 163 1786     
53404,6 2096 2015 1783 1784    
53407,422 424 421 920 1785     
53420,1823 1615 1821 1504 1783 
53423,1899 672 422 1956 2193   
53427,235 0 1784 1785 1786     
53428,493 1272 0 1784 1785     
53430,1423 1023 0 1784 1785    
53437,44 2085 134 1799 1785    
53451,672 0 1785 1786 1787     
53452,695 0 1785 1786 1787     
53465,237 1698 696 694 1942    
53469,1817 0 1784 1785 1786    
53486,66 0 1784 1785 1786      
53489,672 663 2104 1409 1785   
53499,126 900 1799 1784 1785   
53502,2124 0 1784 1785 1786    
53504,101 1409 0 1784 1785     
53516,40 1995 111 0 1785       
53521,200 2148 195 1039 1521   
53523,142 140 189 0 1786       
53530,6 0 1784 1785 1786       
53539,134 1914 490 1628 1636   
53544,672 1899 1245 1494 1797  
53549,1370 1015 421 426 444    
53554,792 192 786 922 791      
53559,428 672 1785 1786 1787   
53567,119 672 2157 1068 795    
53569,672 0 1785 1786 1787     
53575,1941 6 0 1784 1785       
53579,1709 1503 1634 1495 1534 
53584,817 1784 1785 1786 1787  
53593,66 1900 795 1948 1267    
53599,170 2042 116 936 756     
53600,2282 0 1782 1783 1784    
53607,124 138 2114 96 122      
53614,991 0 1784 1785 1786     
53618,123 911 1369 0 1785      
53630,1396 0 1784 1785 1786    
53632,830 0 1785 1786 1787     
53641,164 1059 1784 1785 1786  
53649,1105 672 901 2108 663    
53660,1017 103 486 6 1396      
53672,672 0 1785 1786 1787     
53675,1901 1190 0 1785 1786    
53690,983 1378 119 66 1786     
53692,1412 1410 1662 0 1783    
53698,475 0 1785 1786 1787     
53699,66 0 1784 1785 1786      
53711,906 1193 0 1783 1784     
53712,2398 237 0 1784 1785     
53719,486 0 1785 1786 1787     
53723,2264 1334 741 2412 1242  
53724,546 1295 1327 112 1438   
53726,1063 0 1784 1785 1786    
53728,124 123 911 900 485      
53738,826 0 1785 1786 1787     
53739,160 0 1784 1785 1786     
53744,46 0 1784 1785 1786      
53747,1065 0 1784 1785 1786    
53749,695 1892 0 1785 1786     
53752,685 1064 253 1412 2191   
53758,1190 0 1784 1785 1786    
53761,1240 486 0 1784 1785     
53762,163 103 424 435 1063     
53763,127 0 1784 1785 1786     
53764,1382 2002 820 765 0      
53773,486 148 0 1785 1786      
53780,120 1709 1652 1521 1641  
53788,753 1784 1785 1786 1787  
53789,1248 672 1784 1785 1786  
53790,882 0 1785 1786 1787     
53794,900 1291 1783 1784 1785  
53796,672 0 1785 1786 1787     
53816,493 1508 1785 1786 1787  
53824,163 1192 905 1111 144    
53830,134 1759 424 1173 112    
53842,912 911 1460 107 0       
53843,110 0 1784 1785 1786     
53861,134 1171 0 1785 1786     
53868,108 0 1784 1785 1786     
53870,893 430 0 1785 1786      
53875,827 795 799 1407 825     
53877,1948 232 1409 901 1782   
53878,2108 56 2257 72 2017     
53885,253 0 1784 1785 1786     
53893,475 1041 429 1909 901    
53900,441 0 1784 1785 1786     
53910,444 424 0 1785 1786      
53915,672 0 1785 1786 1787     
53934,672 90 1785 1786 1787    
53946,142 672 428 1768 1778    
53949,573 0 1785 1786 1787     
53971,672 1409 0 1785 1786     
53972,473 0 1785 1786 1787     
53976,184 0 1784 1785 1786     
53986,2311 33 0 1785 1786      
53989,1312 0 1784 1785 1786    
54001,110 0 1784 1785 1786     
54019,753 750 962 749 0        
54024,554 1785 1786 1787 1788  
54056,817 981 1912 156 1024    
54073,672 1899 206 1785 1786   
54077,112 1409 0 1785 1786     
54090,56 2108 1246 1065 0      
54094,1976 141 1121 1070 0     
54096,995 672 1784 1785 1786   
54119,1138 911 1901 1784 1785  
54121,1345 0 1784 1785 1786    
54138,672 424 1785 1786 1787   
54141,672 66 1901 158 1786     
54152,130 237 0 1785 1786      
54158,693 0 1785 1786 1787     
54169,1302 2020 1939 1490 0    
54171,1021 0 1784 1785 1786    
54175,1533 1655 1785 1786 1787 
54179,675 0 1785 1786 1787     
54181,2124 1534 134 0 1786     
54184,108 109 0 1785 1786      
54197,480 486 1784 1785 1786   
54210,1619 2158 672 2151 1495  
54218,56 0 1784 1785 1786      
54239,20 129 756 672 66        
54242,553 0 1785 1786 1787     
54253,1371 433 163 1396 444    
54271,2148 1424 108 0 1786     
54278,1178 1668 0 1785 1786    
54286,820 1059 826 0 1785      
54287,2123 0 1784 1785 1786    
54300,120 672 901 2021 112     
54303,1873 0 1784 1785 1786    
54305,672 134 2104 900 163     
54306,1636 1784 1785 1786 1787 
54317,672 2193 1040 901 2196   
54322,1261 0 1784 1785 1786    
54323,341 0 1784 1785 1786     
54329,936 0 1784 1785 1786     
54333,444 1638 114 137 790     
54345,1891 163 873 435 486     
54350,503 1785 1786 1787 1788  
54352,2124 113 1085 0 1784     
54358,2005 0 1784 1785 1786    
54361,103 429 435 444 672      
54384,1190 6 7 551 1445        
54392,1355 0 1784 1785 1786    
54395,672 0 1785 1786 1787     
54396,214 157 1785 1786 1787   
54407,1354 0 1784 1785 1786    
54409,1891 672 163 1039 798    
54415,163 803 125 1885 1766    
54433,120 2098 1024 993 905    
54435,2250 0 1783 1784 1785    
54442,1451 138 900 1785 1786   
54443,672 0 1785 1786 1787     
54447,33 66 53 2015 24         
54455,672 239 1240 134 911     
54458,129 2129 140 1291 2030   
54459,2274 440 442 441 848     
54461,1183 1656 1655 672 901   
54463,672 479 1785 1786 1787   
54469,1322 2266 0 1783 1784    
54480,444 2325 232 1784 1785   
54484,1101 0 1784 1785 1786    
54503,475 0 1785 1786 1787     
54508,1039 0 1784 1785 1786    
54510,1730 1751 0 1785 1786    
54523,66 0 1784 1785 1786      
54530,156 866 1361 817 1786    
54549,1607 665 0 1784 1785     
54555,762 789 992 0 1785       
54565,114 486 1121 1786 1787   
54570,101 672 1785 1786 1787   
54578,2320 0 1783 1784 1785    
54579,2273 1063 1205 2571 2474 
54587,2183 873 440 1784 1785   
54588,1409 672 1093 103 1785   
54590,2351 0 1783 1784 1785    
54610,822 1187 1438 1785 1786  
54617,197 0 1784 1785 1786     
54636,793 2196 0 1785 1786     
54638,66 2196 235 870 672      
54641,163 110 1311 900 123     
54643,119 2028 817 873 906     
54645,672 0 1785 1786 1787     
54653,1183 1784 1785 1786 1787 
54654,120 0 1784 1785 1786     
54656,435 424 1892 0 1784      
54660,672 901 2273 759 1186    
54665,1893 0 1784 1785 1786    
54678,427 0 1784 1785 1786     
54684,163 1336 0 1784 1785     
54688,1360 0 1783 1784 1785    
54689,1872 0 1784 1785 1786    
54698,134 911 1285 1582 1786   
54705,1184 0 1784 1785 1786    
54706,672 0 1785 1786 1787     
54711,672 0 1785 1786 1787     
54717,1354 1560 827 1124 171   
54752,157 134 0 1785 1786      
54756,1524 0 1784 1785 1786    
54770,2050 816 164 761 134     
54796,672 1282 1784 1785 1786  
54800,2185 672 1248 771 424    
54802,675 0 1785 1786 1787     
54806,2170 1065 107 236 50     
54822,672 0 1785 1786 1787     
54824,749 2455 1084 2182 1534  
54829,440 1784 1785 1786 1787  
54838,1107 406 0 1784 1785     
54842,1245 0 1784 1785 1786    
54847,954 121 949 1107 748     
54854,421 672 663 108 422      
54858,124 911 110 873 123      
54863,2351 35 0 1784 1785      
54868,977 1030 0 1784 1785     
54871,1413 0 1784 1785 1786    
54874,121 1636 1785 1786 1787  
54880,253 672 1763 1784 1785   
54895,195 2474 200 2286 2148   
54896,1107 66 0 1783 1784      
54910,441 0 1784 1785 1786     
54916,672 119 873 1786 1787    
54927,978 164 2270 0 1784      
54928,926 0 1784 1785 1786     
54935,1138 237 1137 1136 188   
54952,2099 1741 2097 1625 1767 
54957,135 911 124 1798 1786    
54971,2200 1783 1784 1785 1786 
54979,103 1783 1784 1785 1786  
54985,126 1784 1785 1786 1787  
54988,820 435 427 0 1785       
54990,980 0 1784 1785 1786     
55005,672 0 1785 1786 1787     
55008,1267 977 2050 795 799    
55012,142 1000 0 1785 1786     
55016,237 0 1784 1785 1786     
55020,1530 1533 1785 1786 1787 
55030,66 749 0 1784 1785       
55056,40 868 1785 1786 1787    
55060,489 0 1785 1786 1787     
55067,672 110 901 107 900      
55075,2155 951 1329 1995 2070  
55077,1246 1784 1785 1786 1787 
55087,2455 1409 1766 0 1784    
55090,672 0 1785 1786 1787     
55108,1409 200 0 1785 1786     
55116,1534 1766 1899 0 1785    
55132,1245 663 0 1785 1786     
55135,1065 663 232 1335 1882   
55140,106 2115 1785 1786 1787  
55146,163 475 0 1785 1786      
55147,66 0 1784 1785 1786      
55149,1190 0 1784 1785 1786    
55153,2334 0 1783 1784 1785    
55158,1291 0 1784 1785 1786    
55159,2157 0 1783 1784 1785    
55161,2014 675 2015 0 1784     
55174,2182 0 1784 1785 1786    
55189,1038 424 866 134 96      
55193,954 762 1785 1786 1787   
55194,1941 0 1784 1785 1786    
55228,749 0 1785 1786 1787     
55244,672 1409 882 1798 1784   
55257,129 0 1784 1785 1786     
55260,123 1040 46 2227 0       
55270,922 115 1784 1785 1786   
55272,1646 105 1784 1785 1786  
55274,672 0 1785 1786 1787     
55279,695 691 1899 1002 680    
55282,421 2021 705 1214 1948   
55286,672 0 1785 1786 1787     
55289,683 0 1785 1786 1787     
55291,76 2201 1784 1785 1786   
55292,795 1785 1786 1787 1788  
55297,675 0 1785 1786 1787     
55310,2003 163 105 997 1783    
55316,110 107 900 164 1458     
55321,672 0 1785 1786 1787     
55332,2030 835 0 1785 1786     
55335,110 1171 755 107 900     
55352,672 0 1785 1786 1787     
55360,936 0 1784 1785 1786     
55361,2185 0 1784 1785 1786    
55381,553 0 1785 1786 1787     
55388,493 0 1785 1786 1787     
55389,2014 2015 0 1784 1785    
55394,2105 672 177 1454 810    
55418,427 64 0 1784 1785       
55423,1899 428 430 1910 422    
55424,1193 1941 1783 1784 1785 
55425,682 66 680 846 21        
55426,2566 993 1025 1193 1784  
55430,2523 0 1783 1784 1785    
55431,695 163 103 1017 1409    
55432,424 421 672 901 1786     
55436,2445 66 0 1783 1784      
55438,2012 1698 1634 672 1799  
55445,444 672 925 1024 926     
55457,2249 0 1783 1784 1785    
55458,1276 1351 1784 1785 1786 
55459,992 786 950 958 799      
55474,163 0 1784 1785 1786     
55482,772 775 774 773 1980     
55488,2558 1783 1784 1785 1786 
55492,795 238 993 822 1408     
55493,493 0 1785 1786 1787     
55501,94 192 672 1901 1797     
55509,66 4 0 1784 1785         
55512,1064 435 421 1899 424    
55516,2185 0 1784 1785 1786    
55518,1238 749 1516 936 2239   
55519,983 1049 200 1785 1786   
55524,672 424 1785 1786 1787   
55527,96 0 1784 1785 1786      
55528,480 965 1113 1164 35     
55538,123 197 124 749 126      
55540,1438 2034 672 1784 1785  
55567,672 130 191 1409 189     
55568,120 1103 0 1785 1786     
55572,424 2003 421 2191 1171   
55578,1396 0 1784 1785 1786    
55597,1063 0 1784 1785 1786    
55598,1040 0 1784 1785 1786    
55612,66 0 1784 1785 1786      
55620,672 2144 1784 1785 1786  
55623,2159 784 1455 1785 1786  
55630,668 1784 1785 1786 1787  
55640,983 424 1899 1784 1785   
55646,90 475 189 163 908       
55649,825 1213 937 0 1785      
55664,436 430 1039 1063 1201   
55672,6 0 1784 1785 1786       
55678,66 2050 672 906 189      
55679,1871 0 1784 1785 1786    
55688,2485 1026 977 0 1783     
55696,1899 0 1784 1785 1786    
55697,873 130 0 1786 1787      
55714,672 114 1107 1786 1787   
55724,2003 0 1784 1785 1786    
55728,20 120 4 36 103          
55741,1107 0 1784 1785 1786    
55743,755 1784 1785 1786 1787  
55752,672 0 1785 1786 1787     
55761,2170 1901 2343 129 460   
55764,755 738 2074 1796 1782   
55769,455 80 909 1820 0        
55787,1177 503 873 1786 1787   
55790,1454 775 753 1450 751    
55794,460 462 469 433 1801     
55801,474 986 164 2088 475     
55802,672 0 1785 1786 1787     
55806,1538 0 1784 1785 1786    
55817,171 775 134 750 912      
55822,56 0 1784 1785 1786      
55839,672 0 1785 1786 1787     
55857,2049 2098 0 1784 1785    
55860,1948 1783 1784 1785 1786 
55863,663 2074 1354 750 164    
55871,663 912 183 900 672      
55874,1170 0 1784 1785 1786    
55876,110 1177 0 1785 1786     
55888,110 672 1785 1786 1787   
55896,672 0 1785 1786 1787     
55906,672 1899 0 1785 1786     
55910,678 2391 0 1783 1784     
55911,1107 672 1784 1785 1786  
55913,110 0 1784 1785 1786     
55917,624 1165 2328 1160 1163  
55931,200 0 1784 1785 1786     
55935,2086 695 0 1784 1785     
55946,2572 0 1783 1784 1785    
55966,1080 427 1360 0 1784     
55969,705 0 1785 1786 1787     
55980,672 0 1785 1786 1787     
55994,672 494 1785 1786 1787   
56006,672 1899 0 1785 1786     
56007,817 1039 66 1784 1785    
56008,253 0 1784 1785 1786     
56013,110 112 66 0 1786        
56015,672 1504 1508 1709 1498  
56024,1245 0 1784 1785 1786    
56028,750 0 1785 1786 1787     
56030,810 832 912 0 1786       
56032,908 0 1784 1785 1786     
56033,672 163 901 103 94       
56035,1111 486 160 1784 1785   
